board,difficulty
"[[None, 7, None, None, None, None, 5, None, None], [4, None, None, None, None, 8, None, 2, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [1, None, None, None, None, 3, None, None, None], [None, 3, None, None, None, None, None, None, 5], [None, None, None, None, None, 5, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.88
"[[None, None, None, None, 9, None, None, None, None], [None, None, None, 1, None, None, None, None, None], [None, None, None, 6, None, None, None, None, 7], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 1, None, None, None], [None, None, None, 2, None, None, None, None, None], [None, None, None, None, None, None, None, None, 9], [None, 1, None, None, None, None, None, 8, None], [None, None, None, None, None, None, None, 1, None]]",0.88
"[[None, None, None, None, None, None, 9, None, None], [None, None, None, None, None, 8, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 1, None], [7, None, None, None, None, None, 6, 3, None], [None, None, None, None, None, 3, None, None, None], [None, None, None, None, None, None, None, None, 1], [None, None, None, None, None, 2, None, 9, None]]",0.88
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 4, None, 1], [2, None, None, None, None, None, None, None, None], [8, None, 2, None, None, None, None, None, None], [None, None, 7, None, None, 6, None, None, None], [None, None, None, 9, 2, None, None, None, 8], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.88
"[[5, None, None, None, None, None, None, None, None], [None, None, None, 5, None, None, None, None, None], [None, None, None, None, None, 7, None, None, None], [None, None, None, None, 9, None, None, None, 8], [8, None, None, None, None, None, None, 9, None], [None, None, 7, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [6, None, None, None, None, None, None, None, 2], [None, None, None, None, None, None, None, None, None]]",0.88
"[[None, None, None, 2, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 5, None], [None, None, None, None, None, 3, None, 1, 7], [None, None, 7, None, None, None, None, None, None], [None, None, None, None, None, None, 8, None, None], [None, None, None, 3, None, None, None, 9, None], [7, None, None, None, None, None, None, None, None]]",0.88
"[[5, None, None, None, None, None, None, 3, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 6, None], [None, None, None, None, None, None, None, None, None], [None, None, 1, None, 9, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, 9, None, None, None, None, None], [None, 4, 2, None, None, None, None, 5, 9]]",0.88
"[[None, None, None, None, None, None, None, None, 8], [None, None, 6, None, None, None, None, None, None], [None, None, 9, None, None, None, None, None, None], [None, None, None, 7, None, None, None, None, None], [3, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 8, None], [None, 9, 1, None, None, None, None, None, None], [None, None, None, None, None, None, 4, None, None], [None, None, 4, None, None, None, None, None, None]]",0.88
"[[3, None, None, None, None, None, None, None, 6], [None, None, 9, None, None, None, 1, None, None], [5, None, None, None, None, None, None, None, None], [None, None, None, None, 8, None, None, None, 9], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 5], [None, None, None, None, None, None, None, 6, None], [None, 5, None, None, None, None, None, None, None]]",0.88
"[[None, None, None, 2, None, None, None, None, None], [2, None, None, None, None, None, None, 9, None], [None, None, None, None, None, None, None, None, None], [None, None, None, 7, None, None, None, 8, None], [None, None, None, None, None, None, None, None, None], [4, None, 9, None, None, None, None, None, 6], [None, None, None, None, None, None, None, None, None], [None, None, None, None, 4, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.89
"[[None, None, None, None, None, None, None, None, None], [None, 7, None, None, None, None, None, None, None], [None, None, 4, 5, 1, None, None, None, None], [None, None, 2, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, 7, None, None, 4, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, 3, None, None, None, None, 2]]",0.89
"[[None, None, None, None, None, None, None, None, None], [1, None, None, None, None, None, None, None, 2], [None, None, None, 4, 7, None, None, None, None], [None, 4, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 2, None], [None, None, None, None, None, None, None, 3, None], [None, None, None, None, None, None, None, None, None], [None, None, 3, None, None, None, None, 7, None], [None, None, None, None, None, None, None, None, None]]",0.89
"[[None, None, None, None, None, None, None, None, None], [None, None, 6, None, None, None, None, None, None], [3, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 1, None, None], [None, None, None, None, 2, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 1], [None, None, 2, None, None, None, None, None, None], [5, 1, 8, None, None, None, None, None, None]]",0.89
"[[None, None, None, 3, None, None, None, 6, None], [None, None, None, None, None, None, None, None, 1], [None, None, None, None, None, None, None, None, None], [None, None, 6, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 7, None], [9, None, None, None, None, None, None, None, None], [None, None, 2, None, None, None, None, None, None], [None, None, None, 8, None, None, None, 5, None]]",0.89
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 4, None, None], [8, None, 5, None, None, None, 1, None, 7], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 5, None, None, None], [None, None, None, None, None, None, None, None, None], [3, None, None, None, None, 6, None, None, None], [5, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.89
"[[None, None, None, None, None, None, None, None, None], [None, None, 6, None, 8, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, 6, None, None, None, None, None, None, None], [None, None, None, 2, None, None, 3, None, None], [None, None, None, None, None, None, None, None, None], [None, None, 5, None, None, None, None, None, None], [None, None, 1, 7, None, None, None, None, None], [None, None, None, None, None, None, None, 8, None]]",0.89
"[[None, None, None, None, None, None, None, None, None], [None, None, None, 1, None, None, None, None, None], [None, 2, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 1, None], [None, 4, None, 9, None, None, None, None, None], [None, None, None, None, None, 1, None, None, None], [None, None, 4, None, None, None, None, None, None], [None, 8, None, None, 2, None, None, None, None]]",0.89
"[[None, None, 8, None, None, None, None, None, None], [2, None, None, None, None, None, 7, None, None], [None, None, None, None, 2, None, None, None, 6], [None, None, None, None, None, None, None, None, None], [8, None, 6, None, None, None, None, 1, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 7, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.89
"[[None, 4, None, None, None, 8, None, None, None], [None, None, None, None, None, None, None, None, None], [None, 6, None, None, None, None, None, 1, None], [None, None, None, None, None, None, None, 3, 5], [None, None, None, None, 5, 3, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, 3, None, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.89
"[[None, None, None, None, 9, None, None, None, None], [7, None, None, None, None, None, None, None, None], [None, None, None, 2, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, 1, None, None, None, None, 7, None], [8, 9, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, 7, None, None, None, None, 5]]",0.9
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, 7, None, None, None, None, None, None, 4], [None, None, None, None, 1, None, None, None, 5], [None, None, 1, None, None, None, None, None, None], [None, None, None, None, 3, None, None, None, 9], [None, 3, None, None, None, None, None, None, None], [1, None, None, None, None, None, None, None, None]]",0.9
"[[5, None, None, None, None, None, None, None, None], [6, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 4, None], [None, None, None, None, None, None, None, None, 8], [None, None, None, None, None, 5, None, None, None], [8, None, 1, None, None, None, 4, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 3, None]]",0.9
"[[7, None, None, None, None, None, None, None, 9], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 6], [None, None, None, None, 6, None, None, None, None], [None, None, None, None, 3, None, None, None, 1], [None, 2, None, 9, 1, None, None, None, None]]",0.9
"[[None, None, 4, None, None, 2, None, 3, None], [None, None, None, None, None, 3, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 6, None], [None, None, None, 1, None, None, 7, None, None], [None, None, None, None, None, None, None, 2, None], [None, None, None, None, None, None, None, None, 8]]",0.9
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, 1, None, None, None, 8, None, None, None], [None, None, None, 8, None, None, None, 3, None], [None, None, None, None, 4, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 7, None], [None, None, None, None, None, None, None, None, None], [4, None, None, None, None, 6, None, None, 1]]",0.9
"[[None, None, None, None, None, None, None, 9, None], [None, None, None, 3, None, None, None, None, None], [None, None, None, None, None, None, None, None, 7], [None, None, 2, None, None, None, None, 7, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 2, None, None, None], [None, None, None, None, None, None, None, None, 6], [None, None, None, None, None, None, None, None, None], [None, None, None, 9, None, None, 8, None, None]]",0.9
"[[None, None, 3, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 5, None, None, None], [None, None, None, 3, 7, None, None, None, None], [None, None, None, None, None, None, 1, None, None], [8, None, None, None, None, None, None, None, None], [None, None, 5, None, None, None, None, None, None], [None, None, None, None, 9, None, None, None, None], [None, None, 8, None, None, None, None, None, None]]",0.9
"[[None, None, None, None, 8, None, None, None, None], [None, None, None, None, None, None, 9, None, None], [None, None, None, 6, None, 2, None, None, 5], [None, None, 6, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 6], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, 2, None, None, None, None, 9, None]]",0.9
"[[None, None, None, None, None, None, 1, None, None], [None, None, None, None, None, None, 2, 8, None], [None, None, None, None, None, None, 5, None, None], [None, None, None, 3, None, None, None, None, None], [None, 7, None, 4, None, None, 3, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, 5, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.9
"[[None, None, None, None, None, None, None, None, 8], [None, None, None, 6, None, None, None, None, None], [None, None, None, None, 8, None, 1, None, None], [None, None, None, 9, None, None, None, None, 3], [None, 6, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, 1, None, None, None, None, None, None]]",0.91
"[[8, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 1, None], [None, None, 1, 2, 7, None, None, None, None], [None, None, None, None, None, None, None, 3, None], [None, None, None, 8, None, None, None, None, None], [None, None, None, None, None, None, 8, None, None], [None, None, None, None, None, None, None, None, None]]",0.91
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, 5, None, None, 3, None, None], [None, None, None, None, None, 9, None, None, None], [None, None, None, None, 4, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, 3, None, None, None, None, None, None, None], [5, None, None, None, 1, None, None, 8, None]]",0.91
"[[None, None, None, None, None, None, 7, None, None], [None, None, None, None, None, None, None, None, 1], [None, 1, None, None, None, 4, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, 6, None, None, None, None, None, None], [None, None, 1, None, None, None, None, None, 8], [None, None, None, None, None, None, 5, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.91
"[[None, None, None, None, 8, None, None, 3, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 5, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, 1, None, None, None, None, None, None], [None, None, None, None, 9, None, None, None, None], [None, None, None, None, None, 3, None, None, None], [None, 4, None, 5, None, None, None, None, None]]",0.91
"[[None, None, None, 8, 5, None, None, None, None], [1, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, 4, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, 4, None, None, None, None, None], [None, 8, 7, None, None, None, None, None, None], [None, None, None, None, None, None, 8, None, None]]",0.91
"[[None, None, 8, None, None, None, None, None, 5], [None, None, None, None, None, None, None, None, None], [None, 3, None, None, None, None, None, 8, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, 3, 6, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, 2, None, None, None, None, None], [None, None, None, None, 9, None, None, None, None]]",0.91
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 1], [None, None, None, None, None, None, None, None, 4], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, 7, 5, None, None, None], [None, None, None, None, None, None, None, None, None], [9, None, None, None, 8, None, None, None, 5], [None, None, None, None, None, None, None, None, 6]]",0.91
"[[None, None, None, None, None, 9, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, 6, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, 8, None, None, None, 1], [None, None, 5, None, None, None, None, None, None], [None, None, None, 1, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, 4, None, None, None, None, 7, None]]",0.91
"[[None, None, None, None, None, None, None, None, None], [None, None, None, 5, None, None, None, None, 9], [None, None, None, None, None, 3, None, None, None], [None, None, 1, None, None, None, None, None, None], [None, None, None, None, None, None, 4, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, 8, None, None, 9, None], [None, None, None, 3, None, None, None, None, None]]",0.91
"[[None, None, None, None, None, None, 1, None, None], [1, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 7, None], [None, None, None, None, None, None, None, None, None], [None, 6, None, None, None, None, 5, None, None], [None, None, None, None, None, None, None, None, None], [None, 1, None, 2, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.92
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 8], [3, None, None, None, None, None, None, 2, None], [None, None, None, None, None, None, None, None, None], [None, 5, None, None, None, None, None, None, None], [None, None, None, None, None, None, 4, None, None], [None, None, None, None, None, None, None, None, None], [7, None, None, None, None, None, None, None, None], [None, None, None, 1, None, None, None, None, None]]",0.92
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 3], [None, 6, None, 2, None, None, 8, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [7, None, None, 9, None, None, None, None, None], [None, 8, None, None, None, None, None, None, None]]",0.92
"[[None, None, None, None, None, None, None, None, 7], [None, None, None, None, 9, None, None, None, None], [None, None, None, None, None, None, None, None, 1], [None, None, 4, None, None, None, None, 8, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 3, None, None, None], [None, None, None, None, None, None, None, None, 2]]",0.92
"[[None, None, None, 8, 6, None, None, None, None], [None, 8, None, None, None, None, None, None, None], [None, None, None, 2, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, 4, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 4, None, None, None], [None, None, None, None, None, None, None, 1, None], [None, None, None, None, None, None, None, None, None]]",0.92
"[[7, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, 6, None, None, None, None], [None, None, 1, 7, None, None, None, None, 9], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 7, None, None, None], [5, None, None, None, None, None, None, None, None]]",0.92
"[[None, None, None, None, None, None, 1, None, None], [None, None, 8, None, None, None, None, None, None], [None, None, None, 1, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, 6, None, None, None, None, None, None, None], [None, None, 7, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [8, None, None, None, None, 4, None, None, None]]",0.92
"[[None, None, None, None, None, None, None, None, None], [None, None, 6, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 9, None], [None, None, None, None, None, None, 7, 3, None], [None, None, None, None, None, 3, 9, None, None], [None, None, None, None, None, None, None, None, None], [3, None, None, None, None, None, None, None, None]]",0.92
"[[None, None, None, None, None, None, None, None, None], [3, 1, None, None, None, None, None, 9, None], [5, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, 2, None, None, None, None], [None, None, None, None, None, None, None, 2, None], [None, None, None, 3, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.92
"[[6, None, None, None, None, 3, None, None, None], [None, None, None, None, None, None, None, None, None], [3, None, None, None, None, None, None, None, None], [None, None, None, None, None, 8, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 1], [None, None, None, None, None, None, None, None, None], [None, None, None, None, 9, None, None, None, None], [None, None, 5, None, None, None, None, None, None]]",0.92
"[[6, None, None, None, None, None, None, None, 8], [None, None, None, None, 4, None, None, None, None], [None, None, 4, None, 9, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 9], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.93
"[[None, None, None, None, None, None, None, None, None], [None, 7, None, None, None, None, None, None, None], [None, None, 9, None, None, None, None, None, 5], [None, None, 5, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, 9, None, None, None, None, None, None, 6], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.93
"[[None, None, None, None, None, None, None, None, None], [3, None, None, None, None, None, None, 2, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, 5, None, None, None, None, 4], [None, None, None, 8, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 6, None, None], [None, None, None, None, None, None, None, None, None]]",0.93
"[[5, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 3], [None, None, None, None, None, None, None, None, 1], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 7, None], [None, None, None, None, None, None, None, None, 6], [None, None, None, None, None, 7, None, None, None]]",0.93
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [3, 7, None, None, None, None, 1, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 7, None, None, None], [None, None, None, 2, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 1, None, None, None]]",0.93
"[[6, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [8, None, None, None, None, None, None, None, None], [None, None, None, None, None, 1, None, 7, None], [None, None, None, None, None, None, None, 8, None], [None, None, None, 2, None, None, None, None, None]]",0.93
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 6, None, None, None], [None, None, None, None, None, None, None, None, None], [None, 7, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 7], [None, None, None, None, None, None, None, None, 9], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 3, 5, None, None]]",0.93
"[[7, None, None, None, None, None, None, None, 6], [6, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 9], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, 4, None, None, None, None, None, None, None], [None, None, None, None, None, 9, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.93
"[[None, 5, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, 9, None, None, None, None], [None, None, 1, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 4, None, None, None], [None, 7, None, None, 5, None, None, None, None]]",0.93
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, 1, 5, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, 1, None, None, None, None, None, None], [None, None, None, None, None, None, None, 7, None], [None, None, None, None, None, None, None, None, 4], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 5, None, None]]",0.93
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 2], [None, None, None, None, None, None, 8, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, 5, 2, 9, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.94
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 7, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [9, None, None, None, None, None, 1, None, None], [None, None, None, None, None, None, 4, None, 2]]",0.94
"[[None, None, None, 5, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, 9, None, None, None, None, None, None], [None, None, None, None, 6, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, 5, None, None, None, None, None, None, None], [None, None, None, None, 4, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.94
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, 2, None, None, None, None], [None, None, None, None, None, None, None, 5, None], [None, None, None, None, None, None, None, None, None], [7, None, 3, None, None, None, None, None, None], [None, None, 8, None, None, None, None, None, None]]",0.94
"[[None, None, None, None, 8, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, 5, None, 8, None, None, None, None, None], [8, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 9, None, None], [None, None, None, None, None, None, None, None, None]]",0.94
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 5], [None, None, 9, None, None, None, None, None, None], [None, None, None, None, 7, None, None, None, None], [None, None, None, None, None, None, None, None, 7], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 3, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.94
"[[None, 9, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 6], [None, None, None, None, None, None, None, None, 9], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [1, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 9, None, None]]",0.94
"[[None, None, None, 3, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, 4, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 8, 4], [None, 4, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.94
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [8, 5, None, None, None, 6, None, None, None], [None, None, None, None, None, None, None, None, None], [1, None, None, None, None, None, None, None, 4], [None, None, None, None, None, None, None, None, None]]",0.94
"[[4, None, None, None, None, None, None, 8, None], [7, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, 7, None, None, 2, None, None]]",0.94
"[[None, None, None, None, None, None, None, None, None], [None, 2, None, None, None, None, None, None, None], [None, 1, None, None, None, None, None, None, None], [2, None, None, None, None, None, None, None, None], [None, None, None, 1, None, None, None, 8, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None]]",0.95
"[[None, None, None, None, None, None, None, None, None], [None, None, None, 3, None, None, 5, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [8, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, 3, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, 9, None, None, None, None, None]]",0.95
"[[None, None, None, None, None, None, 6, None, None], [None, None, None, None, None, None, 5, None, None], [None, None, None, None, None, None, None, None, None], [9, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, 6, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 2, None]]",0.95
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 2, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 3, None, 2, None], [None, None, None, None, None, 7, None, None, None], [None, None, None, None, None, 2, None, None, None]]",0.95
"[[None, None, None, None, None, None, 1, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 3], [None, None, None, 9, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, 6, 7, None, None, None, None, None]]",0.95
"[[None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 8, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [8, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None], [9, None, None, None, 6, None, None, 3, None]]",0.95
